bedrooms,rent,sqft,date,longitude,latitude
2.0,1925.0,,2014-05-21,-71.135209,42.346048
5.0,1150.0,2350.0,2014-05-21,-93.21699,36.995118
2.0,2340.0,917.0,2014-05-17,-122.00397,37.368441
2.0,2400.0,1050.0,2014-05-21,-122.048191,37.911664
1.0,2250.0,783.0,2014-06-20,-121.911587,37.704357
2.0,1225.0,905.0,2014-06-02,-121.51619,38.487268
1.0,850.0,790.0,2014-05-21,-80.151403,26.009968
1.0,579.0,636.0,2014-05-22,-81.756241,28.026796
4.0,900.0,1169.0,2014-05-29,-78.881321,35.053046
2.0,1650.0,1009.0,2014-05-13,-117.6985,33.5916
2.0,845.0,1080.0,2014-06-02,-110.847736,32.22538
1.0,2300.0,700.0,2014-05-12,-75.175087,39.9538
1.0,490.0,720.0,2014-05-27,-115.06701499999998,36.223303
2.0,1225.0,,2014-06-25,-121.66013,36.673098
1.0,,831.0,2014-05-21,-97.7472,30.1876
,1430.0,,2014-05-24,-118.4322,34.1526
2.0,949.0,1014.0,2014-07-04,-85.6245,38.2149
2.0,775.0,875.0,2014-06-23,-90.383616,38.674351
3.0,3000.0,1100.0,2014-06-20,-122.272489,37.85976
5.0,2700.0,3449.0,2014-05-26,-92.0236,30.1582
3.0,975.0,1000.0,2014-06-24,-75.151038,40.049468
1.0,2450.0,650.0,2014-05-18,-77.018473,38.872525
4.0,400.0,1200.0,2014-06-01,-84.021183,34.110929
3.0,725.0,936.0,2014-05-28,-90.1544,38.5514
4.0,850.0,1450.0,2014-06-21,-84.3888,33.7525
2.0,990.0,,2014-05-16,-75.2023,39.962267
4.0,3100.0,2000.0,2014-06-20,-117.208847,32.749432
3.0,1099.0,,2014-05-22,-119.8801,36.7918
2.0,1100.0,,2014-05-29,-72.954847,41.328497
3.0,1775.0,,2014-05-25,-77.006661,38.777455
1.0,450.0,,2014-05-19,-85.42209100000002,42.287501
3.0,1200.0,1400.0,2014-07-12,-81.591747,41.488295
6.0,450.0,,2014-06-20,-75.16425100000002,39.983861
1.0,976.0,,2014-05-17,-118.175002,33.842316
,,,2014-05-24,-71.4594,42.4464
2.0,2062.0,1161.0,2014-06-08,-122.127324,47.674719
2.0,899.0,895.0,2014-05-19,-90.16334,30.010534000000003
2.0,640.0,886.0,2014-05-17,-88.738632,42.508173
3.0,850.0,,2014-06-22,-74.943115,40.701476
2.0,1695.0,1082.0,2014-05-27,-96.783199,32.812151
2.0,1819.0,892.0,2014-07-08,-117.323873,33.171548
2.0,1345.0,1172.0,2014-05-20,-122.7631,45.3727
1.0,875.0,754.0,2014-05-28,-86.719589,36.101232
,3624.0,,2014-05-13,-73.991633,40.754707
2.0,1620.0,996.0,2014-06-21,-117.795363,34.106457
1.0,500.0,800.0,2014-06-21,-83.113977,42.419722
2.0,2500.0,1600.0,2014-05-11,-116.809624,33.056290000000004
4.0,2699.0,,2014-05-21,-112.0893,33.7529
,500.0,800.0,2014-06-14,-115.14988999999998,36.148169
2.0,1500.0,1450.0,2014-05-28,-76.800552,39.461901
,1395.0,,2014-06-08,-96.860205,33.00524
4.0,5250.0,,2014-05-16,-117.258668,32.956465
1.0,1495.0,650.0,2014-05-19,-117.149134,32.748075
1.0,660.0,850.0,2014-07-06,-84.51565500000002,39.327542
2.0,1195.0,790.0,2014-07-11,-117.092533,32.630229
3.0,900.0,,2014-05-14,-115.1718,36.2589
3.0,,1344.0,2014-05-14,-81.976111,27.920317
,2168.0,,2014-05-28,-122.079698,37.57833400000001
1.0,899.0,607.0,2014-06-21,-96.7058,32.9462
2.0,4250.0,,2014-07-03,-122.410076,37.759672
4.0,1785.0,1702.0,2014-06-14,-122.531408,47.200655
1.0,725.0,700.0,2014-06-11,-121.274953,38.609669
1.0,3700.0,,2014-05-25,-74.00235,40.726496
3.0,1000.0,,2014-05-16,-73.9117,41.7035
2.0,695.0,,2014-06-08,-83.3661,33.953284000000004
2.0,480.0,856.0,2014-06-19,-111.021813,32.250639
,,,2014-05-24,-81.31499000000002,28.559536
1.0,695.0,707.0,2014-06-17,-106.358924,31.763859000000004
2.0,2000.0,1234.0,2014-07-12,-90.083857,29.932697
2.0,950.0,,2014-05-12,-75.371099,40.623487
2.0,825.0,636.0,2014-06-08,-97.9404,29.8754
1.0,1490.0,,2014-05-21,-71.151023,42.340037
3.0,,,2014-05-13,-81.1795,28.5523
1.0,700.0,440.0,2014-05-30,-97.519706,35.48135900000001
3.0,1655.0,,2014-05-16,-87.643132,41.930108
,,,2014-05-14,-84.359,33.5242
2.0,1450.0,,2014-07-03,-122.223979,37.780928
3.0,1050.0,,2014-06-12,-117.2351,33.9157
1.0,2277.0,700.0,2014-06-27,-122.337504,47.6064
,1720.0,575.0,2014-05-22,-87.630899,41.880691
,695.0,600.0,2014-05-22,-117.582314,47.506548
,500.0,,2014-05-29,-89.9825,35.0981
1.0,2500.0,,2014-06-14,-118.3492,34.0699
3.0,916.0,1213.0,2014-07-05,-117.2193,47.6634
3.0,850.0,1440.0,2014-05-18,-84.359,33.5242
2.0,625.0,960.0,2014-06-11,-111.820595,33.423579
2.0,699.0,956.0,2014-06-18,-122.906036,44.534247
3.0,600.0,,2014-06-23,-80.063677,40.465668
1.0,4153.0,909.0,2014-06-01,-73.945,40.6451
,,,2014-07-05,-98.6555,29.4597
2.0,610.0,1145.0,2014-05-21,-79.016204,35.074705
1.0,800.0,825.0,2014-06-20,-82.6897,27.7465
,1350.0,1300.0,2014-05-30,-115.108824,36.058085
1.0,1399.0,,2014-06-24,-87.640842,41.928291
4.0,2200.0,,2014-05-14,-70.8754,42.2853
2.0,695.0,1017.0,2014-05-23,-88.49501,44.15639
1.0,700.0,,2014-06-07,-122.4411,37.7195
1.0,1600.0,800.0,2014-05-16,-118.6,34.1557
1.0,1375.0,450.0,2014-05-12,-77.075744,38.919294
2.0,975.0,1150.0,2014-05-16,-82.94283399999998,40.110614
2.0,1595.0,,2014-05-23,-77.2142,38.8307
2.0,2399.0,,2014-05-13,-80.1403,25.9597
4.0,3650.0,,2014-05-22,-73.961093,40.694011
2.0,1195.0,,2014-05-22,-80.136525,26.15987
2.0,570.0,,2014-06-24,-88.9605,30.4033
3.0,1200.0,1000.0,2014-05-22,-76.9913,42.8637
1.0,2050.0,,2014-05-21,-71.11959499999998,42.389255
2.0,575.0,934.0,2014-05-17,-83.036299,39.954951
,795.0,,2014-05-21,-87.655513,41.99224
4.0,1995.0,,2014-06-06,-97.427611,35.653641
2.0,1850.0,,2014-05-15,-71.14895600000001,42.337196
3.0,675.0,,2014-06-27,-91.084278,30.50223
1.0,2249.0,725.0,2014-05-13,-71.077443,42.38568
2.0,819.0,900.0,2014-05-20,-97.198565,32.681439000000005
4.0,900.0,1100.0,2014-05-30,-115.14778,36.1982
2.0,1075.0,,2014-05-19,-80.0439,40.3696
2.0,2200.0,1657.0,2014-05-20,-88.146229,41.786417
,,,2014-05-20,-115.1454,36.126
2.0,1250.0,820.0,2014-05-30,-80.40215500000002,25.701941
2.0,2650.0,,2014-05-30,-75.137734,39.962145
3.0,1350.0,,2014-05-18,-76.13345100000002,43.04755
1.0,550.0,,2014-05-31,-110.909545,32.231888
1.0,1895.0,706.0,2014-07-01,-122.532261,38.023616
3.0,695.0,,2014-05-17,-83.305236,42.652096
3.0,750.0,920.0,2014-07-07,-97.029178,36.116017
3.0,2200.0,1109.0,2014-06-14,-118.447273,34.21685
3.0,1195.0,,2014-06-24,-83.9387,35.8929
1.0,700.0,550.0,2014-06-30,-122.8227,42.2766
3.0,12500.0,2519.0,2014-05-23,-118.419153,34.127365000000005
,900.0,,2014-05-15,-73.9954,40.8462
3.0,1500.0,2100.0,2014-05-19,-75.6336,38.3824
2.0,1400.0,1400.0,2014-05-27,-87.666864,42.019011
4.0,1175.0,2200.0,2014-05-25,-98.6895,29.4189
,,,2014-05-25,-80.1403,25.9597
4.0,285.0,,2014-05-26,-92.333908,39.002744
2.0,2000.0,,2014-06-24,-73.935113,40.794156
2.0,850.0,967.0,2014-07-10,-121.68726,39.365964
2.0,1350.0,1100.0,2014-06-24,-80.122261,25.853971
1.0,496.0,726.0,2014-06-23,-110.827672,32.23537
1.0,450.0,,2014-05-25,-76.626205,39.306675
2.0,760.0,910.0,2014-06-11,-115.2242,36.1424
2.0,690.0,1216.0,2014-05-22,-97.238139,32.697591
4.0,1300.0,1800.0,2014-05-18,-81.513791,41.600489
2.0,995.0,1440.0,2014-05-13,-112.031837,33.654531
1.0,1000.0,758.0,2014-06-16,-88.3972,43.05
4.0,1450.0,2100.0,2014-07-01,-106.465518,31.78071
2.0,1900.0,,2014-05-23,-73.90657399999998,40.688969
4.0,1400.0,,2014-05-20,-121.895,37.4352
3.0,3000.0,,2014-05-23,-73.954466,40.691017
2.0,1850.0,,2014-05-15,-75.184042,39.971984
,800.0,,2014-05-27,-117.379882,33.97383
2.0,725.0,750.0,2014-05-19,-81.97483100000002,27.90137
2.0,1500.0,,2014-05-15,-87.7927,41.6621
4.0,2800.0,1200.0,2014-05-24,-71.521454,41.484371
2.0,2100.0,1500.0,2014-05-22,-73.91404200000002,40.694029
2.0,845.0,860.0,2014-05-30,-120.8612,37.510438
1.0,1395.0,800.0,2014-05-23,-117.698751,33.596969
2.0,2149.0,1048.0,2014-06-09,-117.9265,33.868
2.0,639.0,1100.0,2014-05-22,-79.823189,36.019131
2.0,710.0,864.0,2014-06-02,-112.129641,33.61084
1.0,910.0,675.0,2014-06-21,-81.2571,28.5469
1.0,1150.0,700.0,2014-05-27,-73.957944,40.632894
1.0,1800.0,,2014-06-24,-87.634046,41.885896
2.0,1950.0,2000.0,2014-05-17,-71.461365,43.004475
2.0,710.0,,2014-06-11,-82.4046,27.9951
2.0,735.0,980.0,2014-06-14,-84.51496800000002,39.327924
1.0,425.0,,2014-05-19,-90.467949,31.280476
1.0,3200.0,750.0,2014-05-12,-71.073432,42.345319
,,,2014-06-24,-74.2355,40.7692
3.0,1100.0,1127.0,2014-06-23,-90.524778,41.530123
1.0,650.0,,2014-06-23,-72.309676,42.590785
3.0,2300.0,,2014-06-01,-73.936758,40.691556
4.0,1200.0,3000.0,2014-06-11,-96.8241,33.1499
1.0,700.0,,2014-05-27,-77.460806,37.54994600000001
4.0,3500.0,,2014-05-13,-73.953102,40.671791
3.0,3100.0,1100.0,2014-05-28,-122.231977,37.488089
4.0,1400.0,2083.0,2014-06-10,-108.60191299999998,39.108435
2.0,1599.0,1088.0,2014-05-15,-96.9389,32.8697
2.0,3825.0,,2014-05-23,-73.956642,40.72084
2.0,699.0,872.0,2014-06-10,-90.014046,35.126439000000005
2.0,1389.0,1044.0,2014-05-14,-96.827438,32.814959
2.0,735.0,820.0,2014-06-20,-82.668031,28.334906
3.0,750.0,900.0,2014-06-23,-76.528104,37.124467
3.0,975.0,1100.0,2014-05-31,-85.475356,32.611484999999995
2.0,1320.0,1362.0,2014-05-21,-91.571459,41.674098
,,,2014-05-19,-73.8486,43.005
,2540.0,,2014-05-18,-71.090592,42.358095
2.0,1650.0,1120.0,2014-05-24,-77.117933,39.085145
,,,2014-05-14,-117.2874,34.0315
3.0,675.0,1200.0,2014-05-28,-93.341378,37.222144
2.0,1380.0,,2014-05-30,-118.045672,33.965475
1.0,700.0,1000.0,2014-06-20,-87.676951,41.793433
2.0,565.0,800.0,2014-07-06,-97.280605,37.708356
2.0,1345.0,,2014-05-30,-105.0609,39.9245
,,,2014-05-12,-81.4692,41.6046
4.0,1295.0,2000.0,2014-07-12,-117.359133,34.532369
,,,2014-05-18,-82.697353,27.852737
2.0,2700.0,,2014-05-25,-71.187501,42.35783
2.0,525.0,,2014-05-20,-106.6169,35.079
1.0,725.0,745.0,2014-05-27,-93.279226,44.961002
2.0,975.0,924.0,2014-05-31,-111.9049,33.5218
2.0,1200.0,,2014-06-18,-117.10421,32.734428
2.0,800.0,840.0,2014-05-16,-121.3494,38.6865
4.0,2400.0,,2014-05-29,-117.93895,34.06862
3.0,1000.0,1500.0,2014-05-19,-93.061066,41.69759000000001
,,,2014-05-28,-97.766778,30.387945
2.0,614.0,1086.0,2014-07-11,-96.3662,30.6327
2.0,1135.0,1100.0,2014-05-14,-97.374873,27.702015000000006
1.0,1320.0,1270.0,2014-06-27,-94.582395,39.1108
3.0,1550.0,1264.0,2014-05-16,-80.41691800000002,25.718338
1.0,1295.0,700.0,2014-06-16,-118.288108,34.07651
1.0,950.0,,2014-05-22,-76.952341,38.859243
2.0,750.0,1205.0,2014-07-06,-89.054079,42.525316
2.0,810.0,915.0,2014-05-28,-90.316477,38.587436
3.0,800.0,800.0,2014-06-27,-96.706937,40.825648
,1680.0,,2014-06-11,-72.8415,41.7284
2.0,1200.0,1300.0,2014-06-11,-83.0388,42.84
2.0,685.0,,2014-07-11,-94.199889,39.025202
3.0,750.0,1213.0,2014-07-07,-97.773404,31.093770000000006
2.0,1850.0,,2014-05-18,-73.939155,40.833278
2.0,775.0,,2014-05-31,-93.0107,44.9414
,,,2014-05-27,-84.5952,33.7838
1.0,650.0,600.0,2014-05-22,-111.5481,40.7029
1.0,795.0,786.0,2014-07-12,-104.835,39.6662
3.0,900.0,,2014-07-09,-94.498345,38.924806
2.0,785.0,864.0,2014-05-21,-111.853895,33.335696
2.0,,1054.0,2014-05-28,-89.988102,38.682638
1.0,770.0,706.0,2014-06-17,-104.90563600000002,39.678193
,600.0,,2014-05-14,-74.1695,40.7664
1.0,425.0,,2014-06-11,-81.8725,26.6204
1.0,970.0,720.0,2014-05-19,-87.6865,42.0302
,,,2014-06-30,-119.86221299999998,34.409459000000005
4.0,1575.0,,2014-05-12,-85.4828,31.2197
3.0,1350.0,1250.0,2014-06-14,-97.660987,30.382353
2.0,1300.0,,2014-05-18,-74.079848,40.886605
3.0,1125.0,1056.0,2014-07-01,-121.3494,38.6865
1.0,650.0,,2014-05-23,-77.003826,41.24632
2.0,1850.0,1176.0,2014-05-29,-118.53921499999998,34.429416
2.0,595.0,845.0,2014-06-21,-97.3648,31.0917
1.0,1220.0,807.0,2014-06-10,-105.105541,39.659528
1.0,2350.0,,2014-05-15,-71.082217,42.349653
1.0,600.0,672.0,2014-07-07,-95.885397,36.12706
1.0,575.0,600.0,2014-05-11,-95.843267,41.265679
3.0,2650.0,800.0,2014-05-15,-71.132611,42.35101
1.0,1895.0,,2014-05-27,-87.624151,41.869233
3.0,3200.0,1500.0,2014-05-30,-158.120706,21.341648
2.0,861.0,886.0,2014-07-09,-122.817003,45.490639
2.0,1245.0,900.0,2014-07-11,-117.228026,33.225190000000005
3.0,850.0,1020.0,2014-05-21,-82.9459,42.4658
1.0,1049.0,,2014-05-21,-83.73439499999998,42.269251
,1075.0,608.0,2014-06-24,-96.797974,32.798952
4.0,2500.0,3375.0,2014-07-09,-117.3908,34.2166
3.0,799.0,1800.0,2014-05-21,-114.9718,36.0357
2.0,2625.0,1502.0,2014-05-21,-96.800142,32.780434
3.0,3350.0,1840.0,2014-05-21,-80.245835,25.731617
3.0,1195.0,1235.0,2014-06-03,-119.781292,39.550636
1.0,3750.0,,2014-07-03,-122.42441200000002,37.768006
2.0,795.0,1200.0,2014-05-19,-77.627312,43.190915
1.0,1175.0,,2014-05-19,-119.282405,34.280783
2.0,1800.0,1439.0,2014-05-14,-80.0679,26.7165
3.0,1425.0,1281.0,2014-05-20,-81.23085,28.359381
1.0,2200.0,,2014-05-17,-80.11814100000002,25.984589
1.0,1747.0,737.0,2014-05-14,-117.160156,32.715698
2.0,875.0,,2014-07-13,-77.2395,42.7597
1.0,2225.0,750.0,2014-07-06,-122.240787,37.487951
2.0,625.0,850.0,2014-06-24,-90.32886,38.558469
3.0,825.0,,2014-06-20,-77.640035,43.180873
,1900.0,502.0,2014-07-09,-122.327528,37.534641
1.0,1150.0,,2014-05-22,-81.092384,32.067838
2.0,869.0,,2014-06-23,-76.701549,39.309623
,,,2014-05-13,-82.976736,39.928032
,1050.0,,2014-05-23,-74.076051,40.72151
3.0,800.0,,2014-06-24,-77.51074200000002,34.829889
2.0,3800.0,,2014-06-21,-80.1564,25.7873
2.0,2100.0,,2014-06-23,-71.1341,42.3259
3.0,2750.0,,2014-05-27,-87.677054,41.892232
2.0,1688.0,1082.0,2014-06-23,-96.783199,32.812151
1.0,1495.0,553.0,2014-06-24,-122.345483,47.614163
2.0,700.0,,2014-07-03,-108.178463,36.74890300000001
1.0,850.0,531.0,2014-05-15,-96.8836,33.094
5.0,2625.0,,2014-06-08,-79.915237,40.44422
3.0,3250.0,,2014-05-13,-71.092825,42.369124
3.0,1095.0,1400.0,2014-05-22,-79.9443,40.6252
1.0,1103.0,570.0,2014-05-16,-104.892124,39.619401
3.0,944.0,1030.0,2014-06-02,-84.451269,39.294211
1.0,549.0,750.0,2014-07-11,-110.824,32.2138
3.0,1295.0,,2014-06-02,-121.348851,38.665842
1.0,499.0,,2014-05-14,-83.274788,42.657994
1.0,1850.0,,2014-05-21,-71.109892,42.36482700000001
,1225.0,,2014-06-23,-71.1115,42.3126
1.0,895.0,,2014-06-19,-116.950974,32.797827000000005
1.0,1025.0,,2014-06-07,-119.288671,34.282131
1.0,2350.0,,2014-05-18,-87.62447399999998,41.885889
1.0,529.0,600.0,2014-05-16,-82.9726,40.0839
2.0,1450.0,1152.0,2014-06-29,-122.716942,45.43213
4.0,4500.0,,2014-05-21,-80.1821,25.8521
1.0,895.0,,2014-05-23,-119.177585,34.164712
,,,2014-05-21,-70.9372,41.6347
2.0,699.0,1000.0,2014-05-27,-81.86384100000002,26.608451
2.0,1050.0,,2014-05-28,-80.153072,26.006295
,630.0,,2014-06-20,-88.079994,41.690973
2.0,3499.0,,2014-06-20,-73.961287,40.714502
2.0,1595.0,1049.0,2014-05-11,-118.426,34.4132
3.0,1200.0,1800.0,2014-06-30,-121.2985,44.0223
3.0,1450.0,1400.0,2014-05-25,-106.634982,35.109589
,695.0,600.0,2014-05-23,-117.582314,47.506548
2.0,690.0,730.0,2014-05-27,-119.71826,36.761725
2.0,950.0,550.0,2014-06-15,-95.396669,29.804003
3.0,825.0,,2014-06-09,-94.495769,38.966183
2.0,1307.0,1094.0,2014-05-31,-93.4376,44.8574
3.0,2750.0,,2014-05-19,-87.676735,41.892279
1.0,1387.0,,2014-05-22,-87.620352,41.892632
2.0,895.0,,2014-07-01,-123.2722,44.5904
3.0,585.0,,2014-05-26,-86.193838,41.655792
1.0,1035.0,860.0,2014-06-16,-80.852766,35.345515
3.0,,,2014-05-29,-76.5424,38.9149
1.0,695.0,,2014-05-21,-84.277968,30.431894
3.0,1375.0,1677.0,2014-07-03,-105.038631,40.395065
3.0,1100.0,1167.0,2014-05-30,-118.097584,34.684875
3.0,1300.0,,2014-07-12,-117.40658,34.09744
2.0,730.0,940.0,2014-07-01,-94.776835,38.898256
1.0,809.0,598.0,2014-07-06,-98.6117,29.5612
,615.0,,2014-06-16,-80.030583,40.391181
4.0,1199.0,1168.0,2014-06-12,-121.46528,38.623846
3.0,1705.0,1100.0,2014-05-13,-117.99329,33.813077
2.0,610.0,872.0,2014-05-22,-80.02199499999998,37.290703
2.0,1025.0,920.0,2014-06-25,-121.323392,38.676728
2.0,475.0,,2014-05-12,-84.499,38.0513
3.0,2400.0,,2014-05-14,-73.950334,40.671638
3.0,1700.0,1300.0,2014-06-30,-122.735039,38.410857
1.0,700.0,780.0,2014-05-19,-82.75425899999998,27.916729
1.0,395.0,450.0,2014-05-23,-110.911045,32.248675
1.0,595.0,,2014-06-23,-80.03138299999998,40.392463
,695.0,,2014-05-20,-87.66125600000002,42.004631
2.0,3300.0,,2014-05-16,-71.07954699999998,42.367724
2.0,1595.0,1040.0,2014-05-24,-122.22466,47.753579
,525.0,,2014-06-22,-81.378007,35.251998
,2055.0,416.0,2014-06-22,-118.371978,34.084405
5.0,3700.0,,2014-06-02,-71.111474,42.401859
3.0,1700.0,1350.0,2014-06-25,-88.30272,43.062076
2.0,775.0,,2014-06-01,-76.619488,40.299599
2.0,1895.0,1025.0,2014-06-11,-117.279276,33.047828
,1112.0,628.0,2014-07-13,-122.91541399999998,45.531468
3.0,2100.0,1767.0,2014-07-01,-117.467108,33.897706
2.0,1995.0,,2014-05-13,-87.667465,41.909687
3.0,1700.0,1325.0,2014-06-02,-118.303978,33.873569
2.0,1715.0,1151.0,2014-07-09,-117.614486,34.113209000000005
2.0,850.0,750.0,2014-07-02,-86.905396,40.429203
,650.0,400.0,2014-05-19,-87.576578,41.772983
1.0,1.0,850.0,2014-05-14,-117.253941,34.141406
1.0,591.0,,2014-06-24,-95.6147,29.677912
4.0,2750.0,1479.0,2014-05-13,-80.1897,25.8156
2.0,650.0,875.0,2014-05-14,-90.2309,38.5943
1.0,2000.0,,2014-05-23,-87.64435300000002,41.889132
2.0,2600.0,,2014-05-31,-71.10755,42.365076
3.0,1850.0,1401.0,2014-06-11,-121.158417,38.745398
3.0,895.0,1000.0,2014-07-08,-117.39763,47.699791
1.0,975.0,,2014-05-26,-118.265856,34.064378999999995
,1055.0,,2014-05-29,-87.62912,41.904032
3.0,1695.0,1326.0,2014-06-09,-122.814688,45.507483
,650.0,,2014-06-22,-117.17012,32.712524
2.0,2750.0,,2014-05-19,-73.9996,40.7402
2.0,800.0,1100.0,2014-06-24,-90.2309,38.5943
1.0,550.0,450.0,2014-05-30,-112.0283,33.3794
2.0,1300.0,1100.0,2014-07-05,-122.622657,45.485199
2.0,949.0,1010.0,2014-05-11,-95.326395,32.281074
3.0,1310.0,1287.0,2014-06-15,-115.157189,36.023731
,,,2014-05-29,-86.0673,39.9048
4.0,1190.0,2306.0,2014-06-14,-106.5364,31.8383
1.0,943.0,703.0,2014-06-22,-76.5798,39.1702
1.0,865.0,,2014-05-30,-87.901157,43.045613
2.0,750.0,1060.0,2014-06-22,-115.2233,36.2044
,,,2014-05-20,-98.4975,29.5334
3.0,850.0,1007.0,2014-05-28,-110.859457,32.203674
,1635.0,,2014-05-27,-87.630687,41.870695
1.0,690.0,,2014-06-23,-93.242501,44.96396
3.0,699.0,,2014-06-16,-87.9357,43.0407
1.0,1800.0,,2014-05-13,-71.114244,42.37137
3.0,1000.0,1200.0,2014-06-20,-71.671157,44.043825
1.0,650.0,,2014-05-17,-75.29696700000002,39.939817
3.0,1325.0,,2014-06-08,-75.9876,40.2995
1.0,1580.0,550.0,2014-05-13,-117.2115,32.8577
2.0,1900.0,,2014-05-14,-122.2072,47.6155
1.0,835.0,750.0,2014-06-09,-117.2457,33.9553
2.0,1349.0,955.0,2014-06-23,-117.992897,33.933813
4.0,2900.0,,2014-05-22,-71.157249,42.356831
3.0,625.0,,2014-05-27,-87.9625,43.0488
1.0,745.0,655.0,2014-05-16,-93.09327,44.94441
3.0,1200.0,1672.0,2014-06-19,-117.0565,32.6084
2.0,615.0,825.0,2014-05-23,-122.770092,44.991861
1.0,969.0,645.0,2014-06-16,-104.963742,39.915939
2.0,860.0,,2014-07-09,-117.5513,47.6289
2.0,1630.0,1578.0,2014-05-17,-84.286562,39.301233
2.0,2999.0,1150.0,2014-05-30,-122.343124,37.586535
2.0,730.0,1068.0,2014-05-14,-80.729362,35.20551500000001
1.0,1950.0,670.0,2014-05-28,-71.110629,42.377381
3.0,1795.0,1950.0,2014-06-08,-122.373769,47.528967
2.0,4950.0,1500.0,2014-05-13,-71.0465,42.3489
,695.0,,2014-06-16,-118.2914,33.7339
1.0,450.0,450.0,2014-06-08,-116.172074,34.207835
2.0,2550.0,,2014-05-18,-73.925157,40.691019
1.0,1275.0,733.0,2014-06-23,-89.972111,34.827523
2.0,710.0,1000.0,2014-05-15,-81.542292,30.320254
3.0,2400.0,,2014-05-18,-73.950334,40.671638
3.0,,,2014-05-19,-101.9344,33.5159
3.0,500.0,,2014-05-27,-82.2115,35.1565
1.0,575.0,675.0,2014-06-19,-119.698879,36.738285
,,,2014-06-02,-78.8779,42.887
2.0,675.0,1000.0,2014-06-06,-96.704138,40.799204
2.0,760.0,,2014-06-17,-91.0356,30.4273
1.0,925.0,640.0,2014-07-01,-121.252813,38.7745
2.0,1800.0,1800.0,2014-05-14,-88.055351,41.715391
1.0,954.0,600.0,2014-05-13,-102.128776,32.003758000000005
2.0,650.0,,2014-05-20,-88.092949,42.556431
3.0,2600.0,,2014-06-21,-80.1891,26.0218
4.0,399.0,,2014-05-27,-88.219584,40.12451
2.0,875.0,1230.0,2014-06-14,-81.065454,29.277266
2.0,3500.0,1000.0,2014-05-12,-83.2133,42.5444
3.0,2850.0,,2014-05-18,-71.12678299999997,42.40243
2.0,710.0,800.0,2014-05-27,-86.078825,39.794293
2.0,975.0,1100.0,2014-06-21,-94.672923,38.963385
3.0,2495.0,1400.0,2014-07-10,-117.701985,33.467883
,,,2014-06-14,-98.5521,29.5407
3.0,1000.0,1480.0,2014-07-12,-88.537582,44.027521
3.0,3100.0,,2014-05-16,-77.168,39.086999999999996
2.0,635.0,740.0,2014-05-31,-81.7964,41.3826
1.0,805.0,834.0,2014-05-19,-78.97613,35.068290999999995
2.0,1850.0,1041.0,2014-05-24,-118.3258,33.9583
2.0,1121.0,1100.0,2014-05-26,-76.1522,36.8392
1.0,1025.0,,2014-06-02,-73.8712,40.8737
2.0,5499.0,,2014-05-13,-73.953128,40.71142
3.0,1700.0,1070.0,2014-05-13,-123.272867,44.55976
2.0,1140.0,,2014-05-15,-71.3542,41.7723
3.0,1200.0,1000.0,2014-05-12,-72.931779,41.29623
,2590.0,,2014-05-28,-71.059794,42.366286
2.0,1500.0,1305.0,2014-07-05,-111.8931,33.5647
,,,2014-05-23,-122.599182,45.655178
,,,2014-05-29,-115.148407,36.161821
2.0,1010.0,,2014-06-22,-122.0356,38.2671
1.0,799.0,1100.0,2014-05-18,-98.4194,29.5395
1.0,2650.0,1320.0,2014-05-30,-80.1403,25.9597
1.0,600.0,,2014-05-29,-75.1456,40.0118
1.0,3689.0,763.0,2014-05-15,-71.084389,42.362713
,,,2014-05-31,-110.960748,32.273375
2.0,695.0,824.0,2014-06-07,-121.318006,38.583388
3.0,1000.0,,2014-06-02,-76.6476,39.287
1.0,2650.0,810.0,2014-06-21,-118.394868,33.855385
3.0,680.0,624.0,2014-06-13,-87.033691,40.361196
1.0,780.0,542.0,2014-06-18,-117.651187,34.07031
2.0,1195.0,,2014-05-19,-104.9631,39.679
5.0,1825.0,3400.0,2014-07-13,-116.246793,43.658699
4.0,2700.0,2549.0,2014-05-21,-105.1746,39.6125
1.0,640.0,,2014-06-06,-96.622775,40.784279
6.0,1800.0,,2014-06-01,-123.203542,45.203248
1.0,863.0,701.0,2014-06-24,-97.0808,32.9328
1.0,1650.0,600.0,2014-07-10,-122.248094,37.762734
4.0,2100.0,1975.0,2014-05-18,-122.2804,38.1582
2.0,1450.0,,2014-05-25,-118.070501,34.094008
1.0,1698.0,660.0,2014-06-20,-118.115204,33.772329
1.0,975.0,735.0,2014-06-23,-80.1235,26.2315
2.0,725.0,650.0,2014-06-24,-121.421299,38.609558
1.0,2400.0,1050.0,2014-05-16,-75.136818,39.961169
2.0,1325.0,960.0,2014-06-19,-117.319706,33.95901
2.0,3900.0,1300.0,2014-05-24,-118.369249,34.083715999999995
4.0,610.0,,2014-05-27,-88.987039,40.50483300000001
2.0,3900.0,1503.0,2014-05-26,-80.190095,25.768884
3.0,1875.0,,2014-05-15,-73.9536,40.638422
1.0,1025.0,718.0,2014-06-02,-96.812641,32.784498
3.0,800.0,1111.0,2014-07-02,-97.421991,35.23566599999999
3.0,2200.0,1340.0,2014-05-15,-87.65645500000002,41.961055
2.0,925.0,,2014-06-07,-87.8895,43.082
2.0,1739.0,1036.0,2014-06-24,-119.14793,34.215493
,,,2014-05-13,-98.4554,29.4821
4.0,850.0,1400.0,2014-06-21,-82.92223,42.351364
4.0,1850.0,1908.0,2014-05-28,-122.210432,38.128958
